Date,Product_ID,Units_Sold,Inventory_Level,Unit_Price,Fuel_Price_Index,Weather_Condition,Shipping_Delay_Days,Lead_Time_Days,Delay_Risk
2036-09-29,0,236,729,22.41,1.11,3,4,8,True
2036-09-30,3,51,26,56.7,1.46,4,5,8,True
2036-10-01,0,160,226,21.36,1.18,3,3,6,True
2036-10-02,4,180,795,47.35,1.36,2,1,2,False
2036-10-03,4,51,900,13.11,1.42,0,1,5,False
2036-10-04,4,171,424,41.49,1.22,1,1,6,False
2036-10-05,2,279,567,20.93,1.03,4,3,6,True
2036-10-06,4,235,367,43.51,1.47,1,1,3,False
2036-10-07,3,298,309,41.79,1.04,0,5,5,True
2036-10-08,1,117,847,56.18,1.17,3,3,6,True
2036-10-09,0,49,104,41.33,1.3,3,3,9,True
2036-10-10,2,109,17,30.41,1.06,1,4,8,True
2036-10-11,4,167,204,19.68,1.42,3,5,6,True
2036-10-12,4,163,42,42.87,1.1,3,0,3,False
2036-10-13,1,86,88,15.82,1.49,3,6,3,True
2036-10-14,1,77,585,51.43,1.46,2,0,4,False
2036-10-15,2,298,156,22.37,1.3,4,4,3,True
2036-10-16,0,255,265,36.21,1.33,4,4,3,True
2036-10-17,4,147,133,39.8,1.27,0,4,4,True
2036-10-18,2,228,463,28.12,1.2,3,1,6,False
2036-10-19,3,205,600,43.19,1.18,1,6,7,True
2036-10-20,3,188,747,22.51,1.45,3,6,3,True
2036-10-21,2,191,131,11.73,1.29,0,2,2,False
2036-10-22,4,279,740,57.96,1.41,3,4,4,True
2036-10-23,2,224,33,26.0,1.26,2,3,7,True
2036-10-24,4,154,82,45.67,1.15,0,0,7,False
2036-10-25,1,65,928,35.38,1.05,4,1,4,False
2036-10-26,2,28,131,43.45,1.16,4,5,7,True
2036-10-27,4,180,427,15.55,1.44,2,2,6,False
2036-10-28,2,125,865,35.94,1.36,4,0,7,False
2036-10-29,2,107,203,29.61,1.39,2,0,7,False
2036-10-30,4,211,798,32.59,1.39,4,0,3,False
2036-10-31,4,172,335,58.31,1.06,4,3,2,True
2036-11-01,0,156,961,16.81,1.08,3,3,6,True
2036-11-02,2,292,496,47.74,1.16,0,3,9,True
2036-11-03,3,168,441,26.52,1.15,4,2,3,False
2036-11-04,2,207,827,24.52,1.03,0,6,6,True
2036-11-05,2,160,257,23.54,1.08,0,0,7,False
2036-11-06,4,150,291,27.44,1.43,4,4,4,True
2036-11-07,2,23,965,27.86,1.29,0,2,4,False
2036-11-08,2,282,124,23.54,1.17,2,3,3,True
2036-11-09,3,45,955,43.37,1.26,1,3,8,True
2036-11-10,4,43,662,12.39,1.13,2,3,6,True
2036-11-11,2,285,870,26.61,1.29,4,6,7,True
2036-11-12,1,248,758,24.01,1.04,2,5,3,True
2036-11-13,0,288,174,47.57,1.45,1,1,7,False
2036-11-14,3,144,883,17.32,1.12,2,5,5,True
2036-11-15,2,191,491,57.03,1.41,0,0,9,False
2036-11-16,1,253,868,18.53,1.33,4,4,9,True
2036-11-17,2,294,813,28.5,1.26,0,0,3,False
2036-11-18,2,95,79,19.99,1.46,0,2,7,False
2036-11-19,4,233,618,24.33,1.08,4,1,5,False
2036-11-20,4,177,811,48.05,1.06,4,2,4,False
2036-11-21,4,223,914,33.82,1.16,3,6,2,True
2036-11-22,1,168,304,18.13,1.42,1,6,4,True
2036-11-23,2,94,509,12.33,1.02,0,3,9,True
2036-11-24,0,248,343,21.5,1.12,0,3,2,True
2036-11-25,3,81,569,57.28,1.21,4,4,9,True
2036-11-26,4,77,90,52.27,1.36,4,0,6,False
2036-11-27,4,293,646,32.01,1.15,2,2,2,False
2036-11-28,2,127,861,34.1,1.22,0,5,6,True
2036-11-29,2,206,168,54.97,1.17,0,3,9,True
2036-11-30,1,248,333,39.57,1.05,4,4,5,True
2036-12-01,1,67,633,54.04,1.37,0,4,6,True
2036-12-02,4,287,235,34.59,1.23,1,2,3,False
2036-12-03,2,234,398,20.0,1.41,3,0,3,False
2036-12-04,0,273,587,46.3,1.35,4,1,7,False
2036-12-05,3,106,820,36.32,1.03,4,6,3,True
2036-12-06,2,200,476,43.42,1.25,0,4,4,True
2036-12-07,2,44,534,17.86,1.5,3,6,8,True
2036-12-08,1,241,844,42.38,1.15,3,2,7,False
2036-12-09,3,68,584,29.11,1.25,4,3,9,True
2036-12-10,4,194,87,26.6,1.33,4,1,3,False
2036-12-11,2,293,614,43.57,1.1,4,1,6,False
2036-12-12,4,54,605,39.61,1.35,1,0,6,False
2036-12-13,2,236,960,42.46,1.33,0,2,9,False
2036-12-14,4,228,827,58.27,1.19,1,0,6,False
2036-12-15,3,179,777,45.06,1.14,4,4,3,True
2036-12-16,1,26,252,42.04,1.46,3,4,7,True
2036-12-17,3,288,357,40.68,1.06,0,5,5,True
2036-12-18,0,145,57,29.94,1.22,0,6,9,True
2036-12-19,1,109,942,51.96,1.38,4,2,5,False
2036-12-20,3,61,398,29.05,1.07,4,3,4,True
2036-12-21,0,178,520,45.01,1.47,4,5,6,True
2036-12-22,2,221,524,24.66,1.26,4,5,6,True
2036-12-23,2,110,918,17.39,1.25,4,4,4,True
2036-12-24,4,144,416,16.49,1.21,4,4,6,True
2036-12-25,1,145,392,41.73,1.43,0,3,9,True
2036-12-26,2,71,642,26.4,1.47,1,5,2,True
2036-12-27,1,122,221,23.75,1.19,3,1,7,False
2036-12-28,2,206,328,39.6,1.27,4,6,4,True
2036-12-29,4,224,371,11.28,1.16,3,2,8,False
2036-12-30,3,33,510,22.31,1.18,0,6,6,True
2036-12-31,4,123,152,27.03,1.01,3,1,4,False
2037-01-01,0,136,892,45.42,1.39,0,0,2,False
2037-01-02,2,112,878,37.25,1.48,2,3,2,True
2037-01-03,0,163,983,52.8,1.38,1,2,7,False
2037-01-04,0,129,479,26.73,1.26,2,3,3,True
2037-01-05,1,182,582,24.82,1.41,0,3,6,True
2037-01-06,2,72,931,11.66,1.43,2,1,8,False
2037-01-07,0,22,856,57.59,1.27,0,1,8,False
2037-01-08,3,87,19,35.07,1.47,2,0,7,False
2037-01-09,0,265,592,35.13,1.02,0,2,2,False
2037-01-10,3,157,949,56.17,1.01,1,3,2,True
2037-01-11,1,85,227,24.5,1.04,1,6,7,True
2037-01-12,0,174,345,26.61,1.03,1,5,2,True
2037-01-13,4,106,18,42.82,1.21,0,6,3,True
2037-01-14,1,52,443,49.26,1.47,3,0,6,False
2037-01-15,3,87,676,44.97,1.34,2,3,4,True
2037-01-16,1,206,367,49.44,1.33,2,6,3,True
2037-01-17,0,211,898,38.76,1.19,2,0,6,False
2037-01-18,2,232,618,53.14,1.27,2,3,2,True
2037-01-19,2,107,888,37.51,1.15,1,1,3,False
2037-01-20,3,127,859,21.47,1.26,3,4,5,True
2037-01-21,3,259,725,37.09,1.37,2,0,5,False
2037-01-22,2,235,750,45.65,1.28,3,0,2,False
2037-01-23,3,196,146,42.68,1.21,0,4,6,True
2037-01-24,1,72,692,22.15,1.42,0,1,6,False
2037-01-25,4,68,503,12.05,1.14,2,0,9,False
2037-01-26,4,133,429,22.62,1.24,4,1,3,False
2037-01-27,1,114,847,59.2,1.49,1,6,5,True
2037-01-28,4,44,439,19.22,1.48,2,6,8,True
2037-01-29,0,151,197,33.22,1.0,1,6,9,True
2037-01-30,1,198,996,41.92,1.27,2,6,9,True
2037-01-31,3,164,286,53.97,1.17,1,5,6,True
2037-02-01,1,217,564,48.01,1.15,4,3,3,True
2037-02-02,2,103,368,55.45,1.3,4,5,3,True
2037-02-03,3,176,239,40.22,1.22,0,6,5,True
2037-02-04,2,104,801,53.27,1.37,2,3,2,True
2037-02-05,3,272,286,23.19,1.01,4,4,3,True
2037-02-06,4,91,699,31.53,1.46,4,6,2,True
2037-02-07,1,242,394,52.19,1.28,2,2,5,False
2037-02-08,0,295,995,26.28,1.34,2,6,3,True
2037-02-09,3,283,517,53.56,1.3,0,1,4,False
2037-02-10,3,265,794,28.16,1.49,4,6,5,True
2037-02-11,2,80,774,28.17,1.49,1,2,5,False
2037-02-12,4,278,560,25.45,1.3,2,2,4,False
2037-02-13,2,26,863,37.35,1.34,2,1,5,False
2037-02-14,2,207,711,16.45,1.31,2,6,4,True
2037-02-15,4,23,59,11.83,1.16,2,2,4,False
2037-02-16,0,250,544,54.87,1.1,4,0,5,False
2037-02-17,2,152,302,56.45,1.2,1,6,4,True
2037-02-18,2,144,243,13.81,1.34,0,3,4,True
2037-02-19,3,34,683,37.48,1.03,3,5,9,True
2037-02-20,4,32,206,36.98,1.26,4,4,5,True
2037-02-21,1,137,374,28.62,1.2,4,6,4,True
2037-02-22,0,259,282,38.45,1.26,3,1,2,False
2037-02-23,0,282,477,32.91,1.43,3,4,5,True
2037-02-24,4,25,21,34.48,1.02,2,5,5,True
2037-02-25,3,250,558,47.77,1.38,1,3,2,True
2037-02-26,3,49,348,36.3,1.33,4,4,9,True
2037-02-27,4,41,488,26.18,1.1,4,1,6,False
2037-02-28,3,175,943,39.07,1.37,0,4,7,True
2037-03-01,0,137,669,42.04,1.25,3,2,9,False
2037-03-02,0,212,257,43.12,1.24,3,2,9,False
2037-03-03,1,214,654,40.92,1.24,4,3,3,True
2037-03-04,4,187,46,43.23,1.47,3,6,9,True
2037-03-05,2,258,26,25.5,1.47,2,2,4,False
2037-03-06,2,263,966,32.31,1.46,0,4,8,True
2037-03-07,1,88,26,43.44,1.44,4,0,7,False
2037-03-08,1,114,980,47.72,1.02,0,4,4,True
2037-03-09,3,96,396,31.71,1.2,2,0,7,False
2037-03-10,1,190,950,28.27,1.45,0,4,8,True
2037-03-11,1,20,144,45.79,1.38,3,0,9,False
2037-03-12,2,81,586,21.11,1.23,4,6,8,True
2037-03-13,3,226,698,10.47,1.39,0,0,9,False
2037-03-14,1,173,521,33.56,1.1,1,1,8,False
2037-03-15,1,293,120,18.67,1.3,4,1,3,False
2037-03-16,3,67,800,28.91,1.27,0,5,4,True
2037-03-17,4,156,461,24.56,1.29,4,4,9,True
2037-03-18,3,20,676,48.86,1.36,0,2,7,False
2037-03-19,2,254,381,26.57,1.47,0,1,4,False
2037-03-20,4,275,775,42.03,1.13,3,0,2,False
2037-03-21,0,126,672,43.7,1.38,0,4,2,True
2037-03-22,3,192,902,32.82,1.32,1,2,7,False
2037-03-23,2,149,417,14.05,1.35,3,4,2,True
2037-03-24,4,59,326,45.02,1.21,1,0,2,False
2037-03-25,3,35,390,13.76,1.47,1,1,8,False
2037-03-26,1,146,296,14.96,1.24,2,1,8,False
2037-03-27,3,222,629,19.8,1.06,1,3,5,True
2037-03-28,0,153,995,24.02,1.34,0,3,4,True
2037-03-29,3,278,822,52.32,1.06,4,5,3,True
2037-03-30,4,33,774,43.75,1.16,3,5,9,True
2037-03-31,4,85,83,29.36,1.11,3,5,9,True
2037-04-01,3,214,145,58.93,1.27,3,4,4,True
2037-04-02,4,133,170,22.18,1.17,4,4,5,True
2037-04-03,1,178,333,40.49,1.08,1,2,5,False
2037-04-04,3,180,423,52.36,1.4,2,5,4,True
2037-04-05,1,273,308,50.1,1.23,0,1,7,False
2037-04-06,1,34,525,14.52,1.23,3,5,4,True
2037-04-07,2,56,660,44.86,1.44,0,1,2,False
2037-04-08,3,174,880,22.89,1.27,1,5,5,True
2037-04-09,4,46,762,27.79,1.35,2,3,4,True
2037-04-10,1,31,568,34.45,1.16,3,0,3,False
2037-04-11,2,86,346,49.54,1.28,1,0,3,False
2037-04-12,3,49,301,18.31,1.36,2,5,9,True
2037-04-13,3,115,921,15.43,1.15,3,3,2,True
2037-04-14,0,234,346,17.67,1.34,1,4,8,True
2037-04-15,0,213,407,20.91,1.28,0,5,2,True
2037-04-16,1,154,132,12.98,1.22,4,6,4,True
2037-04-17,0,51,681,56.32,1.36,3,5,3,True
2037-04-18,1,58,613,25.95,1.16,2,6,7,True
2037-04-19,4,225,987,18.85,1.36,2,6,5,True
2037-04-20,1,62,105,41.89,1.28,4,1,6,False
2037-04-21,0,278,170,49.35,1.12,4,1,3,False
2037-04-22,4,268,639,47.66,1.33,1,5,5,True
2037-04-23,0,93,249,45.94,1.44,4,1,3,False
2037-04-24,1,293,543,12.53,1.16,3,0,4,False
2037-04-25,2,209,727,49.11,1.41,4,4,6,True
2037-04-26,3,157,261,35.09,1.17,3,6,6,True
2037-04-27,0,185,841,42.45,1.41,0,5,4,True
2037-04-28,1,297,493,57.82,1.03,4,0,4,False
2037-04-29,4,45,243,50.53,1.0,0,4,2,True
2037-04-30,0,92,450,51.27,1.06,2,3,9,True
2037-05-01,0,134,902,19.07,1.44,4,4,5,True
2037-05-02,3,70,796,33.82,1.27,2,6,7,True
2037-05-03,1,190,289,57.47,1.3,0,0,5,False
2037-05-04,2,287,262,39.13,1.42,2,1,2,False
2037-05-05,4,22,848,15.13,1.03,0,0,5,False
2037-05-06,1,229,844,46.59,1.19,1,3,8,True
2037-05-07,4,134,313,12.15,1.32,0,1,6,False
2037-05-08,0,186,84,47.11,1.2,1,0,3,False
2037-05-09,3,284,414,53.99,1.02,2,1,6,False
2037-05-10,3,246,328,31.26,1.33,0,6,2,True
2037-05-11,2,170,44,30.68,1.2,1,3,5,True
2037-05-12,3,287,814,25.21,1.01,0,4,9,True
2037-05-13,0,135,332,53.85,1.09,3,4,5,True
2037-05-14,2,107,464,37.39,1.11,3,6,3,True
2037-05-15,1,261,199,38.96,1.26,2,6,7,True
2037-05-16,3,59,200,43.09,1.09,3,2,3,False
2037-05-17,2,201,328,25.01,1.18,4,1,3,False
2037-05-18,0,228,679,31.64,1.38,1,5,8,True
2037-05-19,4,292,239,47.08,1.4,4,3,6,True
2037-05-20,4,138,883,59.27,1.4,3,0,9,False
2037-05-21,0,43,797,11.72,1.35,2,5,2,True
2037-05-22,0,277,701,12.13,1.27,4,0,2,False
2037-05-23,4,111,582,31.4,1.28,2,2,2,False
2037-05-24,2,180,656,42.98,1.48,0,0,9,False
2037-05-25,4,168,358,29.32,1.44,4,6,6,True
2037-05-26,0,136,997,59.98,1.32,0,3,4,True
2037-05-27,3,72,900,19.77,1.23,4,3,5,True
2037-05-28,1,64,720,10.4,1.36,1,6,8,True
2037-05-29,3,284,359,19.51,1.03,2,4,9,True
2037-05-30,3,281,377,54.34,1.47,0,1,6,False
2037-05-31,0,253,384,17.26,1.27,3,1,2,False
2037-06-01,4,54,719,33.95,1.25,4,0,6,False
2037-06-02,2,216,464,30.96,1.15,0,1,8,False
2037-06-03,3,44,221,43.29,1.0,4,6,6,True
2037-06-04,4,221,798,12.73,1.03,4,2,7,False
2037-06-05,2,292,674,42.94,1.13,4,1,4,False
2037-06-06,3,55,364,27.74,1.27,0,5,7,True
2037-06-07,2,242,71,56.3,1.04,0,6,9,True
2037-06-08,4,296,239,52.44,1.49,4,0,3,False
2037-06-09,1,37,503,29.98,1.21,3,1,7,False
2037-06-10,4,207,413,59.64,1.16,2,5,8,True
2037-06-11,0,276,126,12.6,1.26,4,3,9,True
2037-06-12,2,161,486,49.43,1.03,3,3,7,True
2037-06-13,1,155,596,31.69,1.43,2,4,2,True
2037-06-14,2,98,526,31.67,1.23,4,6,6,True
2037-06-15,2,81,247,18.51,1.09,2,4,9,True
2037-06-16,3,148,481,35.74,1.08,4,4,3,True
2037-06-17,0,276,311,14.24,1.18,0,4,8,True
2037-06-18,2,231,443,40.83,1.29,4,1,5,False
2037-06-19,4,73,282,22.08,1.21,4,6,5,True
2037-06-20,4,194,1,46.24,1.3,4,6,5,True
2037-06-21,3,119,73,40.37,1.35,4,5,9,True
2037-06-22,0,58,63,47.32,1.37,3,0,6,False
2037-06-23,0,282,772,47.49,1.2,1,1,8,False
2037-06-24,4,169,346,19.84,1.36,3,0,6,False
2037-06-25,1,140,323,10.03,1.07,3,0,9,False
2037-06-26,3,197,238,28.29,1.26,0,0,4,False
2037-06-27,3,139,396,55.95,1.04,4,0,2,False
2037-06-28,4,91,336,38.89,1.12,3,3,3,True
2037-06-29,4,238,340,46.38,1.29,2,5,7,True
2037-06-30,1,142,278,53.98,1.37,4,0,5,False
2037-07-01,1,263,352,55.3,1.05,0,1,3,False
2037-07-02,0,94,945,36.45,1.1,0,0,4,False
2037-07-03,3,25,891,37.05,1.5,2,3,5,True
2037-07-04,3,40,462,52.55,1.17,0,1,3,False
2037-07-05,4,209,461,50.37,1.14,4,6,8,True
2037-07-06,0,244,712,44.94,1.04,1,5,2,True
2037-07-07,3,122,292,40.22,1.35,1,2,2,False
2037-07-08,0,118,797,40.86,1.25,3,1,4,False
2037-07-09,0,102,732,28.15,1.08,0,6,3,True
2037-07-10,4,200,406,52.05,1.32,4,3,4,True
2037-07-11,0,171,161,40.89,1.26,2,5,4,True
2037-07-12,1,75,502,21.18,1.28,2,3,4,True
2037-07-13,1,209,447,21.99,1.5,4,4,6,True
2037-07-14,2,41,694,53.08,1.01,4,2,2,False
2037-07-15,4,87,454,41.29,1.46,2,0,6,False
2037-07-16,2,204,884,29.94,1.42,0,6,7,True
2037-07-17,1,29,264,19.36,1.21,3,3,9,True
2037-07-18,2,85,131,40.51,1.44,3,4,6,True
2037-07-19,4,283,833,19.22,1.32,3,4,2,True
2037-07-20,4,244,119,33.51,1.44,4,5,4,True
2037-07-21,0,142,891,43.88,1.3,2,0,3,False
2037-07-22,3,57,218,38.27,1.11,2,6,4,True
2037-07-23,0,142,416,56.1,1.29,2,6,8,True
2037-07-24,4,175,671,11.99,1.09,2,6,4,True
2037-07-25,1,86,504,23.99,1.07,2,5,8,True
2037-07-26,1,152,299,12.85,1.33,1,1,6,False
2037-07-27,0,159,108,19.73,1.47,4,2,3,False
2037-07-28,4,101,237,16.2,1.29,4,0,2,False
2037-07-29,1,77,292,46.63,1.4,1,5,5,True
2037-07-30,4,168,986,28.47,1.08,3,0,8,False
2037-07-31,1,150,987,56.25,1.33,0,1,2,False
2037-08-01,4,88,578,11.17,1.37,4,1,3,False
2037-08-02,2,269,827,42.65,1.02,4,3,9,True
2037-08-03,4,196,186,58.53,1.05,1,1,2,False
2037-08-04,4,91,35,18.79,1.39,4,1,6,False
2037-08-05,0,36,560,32.12,1.22,4,2,9,False
2037-08-06,2,179,255,45.09,1.2,3,5,3,True
2037-08-07,3,89,434,41.66,1.46,1,5,9,True
2037-08-08,0,132,618,38.3,1.5,4,6,5,True
2037-08-09,3,251,7,26.34,1.38,2,6,8,True
2037-08-10,1,40,747,46.41,1.4,1,2,8,False
2037-08-11,3,154,177,42.66,1.1,3,2,5,False
2037-08-12,4,282,241,18.14,1.1,0,0,8,False
2037-08-13,3,130,40,58.2,1.49,4,6,3,True
2037-08-14,0,265,356,37.78,1.35,2,2,2,False
2037-08-15,0,27,756,36.27,1.34,2,2,5,False
2037-08-16,3,226,112,52.41,1.14,0,4,8,True
2037-08-17,0,213,876,42.02,1.44,1,2,7,False
2037-08-18,0,66,767,13.72,1.02,3,0,3,False
2037-08-19,3,261,165,35.33,1.14,4,5,3,True
2037-08-20,2,29,503,49.03,1.09,4,4,9,True
2037-08-21,2,150,853,45.0,1.36,4,6,8,True
2037-08-22,1,289,77,58.54,1.36,2,0,3,False
2037-08-23,0,80,718,11.25,1.27,1,0,4,False
2037-08-24,3,183,822,23.06,1.0,0,4,2,True
2037-08-25,0,32,877,37.46,1.44,1,4,3,True
2037-08-26,4,291,195,40.97,1.48,3,4,3,True
2037-08-27,0,227,401,23.72,1.1,3,4,8,True
2037-08-28,0,265,832,51.34,1.42,0,0,4,False
2037-08-29,2,152,63,18.22,1.49,2,4,8,True
2037-08-30,3,263,651,10.04,1.16,0,1,6,False
2037-08-31,0,57,885,57.62,1.09,3,5,9,True
2037-09-01,2,75,424,29.58,1.49,2,6,4,True
2037-09-02,1,67,41,57.87,1.03,1,2,3,False
2037-09-03,2,124,372,23.9,1.14,3,6,2,True
2037-09-04,2,78,955,13.17,1.37,2,6,4,True
2037-09-05,2,96,305,48.63,1.31,2,6,8,True
2037-09-06,0,237,208,51.79,1.34,4,2,3,False
2037-09-07,0,74,466,34.6,1.35,1,5,7,True
2037-09-08,1,74,931,13.69,1.34,2,1,8,False
2037-09-09,4,148,303,42.71,1.17,0,5,2,True
2037-09-10,4,104,966,19.11,1.16,1,0,4,False
2037-09-11,4,233,584,52.47,1.21,1,0,5,False
2037-09-12,1,134,391,23.7,1.4,3,2,2,False
2037-09-13,4,68,152,52.39,1.47,1,3,7,True
2037-09-14,4,86,646,31.35,1.23,1,5,3,True
2037-09-15,2,294,361,39.82,1.04,4,6,2,True
2037-09-16,0,148,263,49.48,1.47,1,1,2,False
2037-09-17,0,48,215,12.02,1.04,2,1,3,False
2037-09-18,2,52,720,51.06,1.08,0,2,5,False
2037-09-19,2,138,715,16.93,1.43,4,6,2,True
2037-09-20,2,199,621,27.92,1.28,4,4,3,True
2037-09-21,0,170,542,33.64,1.18,4,5,8,True
2037-09-22,4,152,523,54.77,1.47,4,3,2,True
2037-09-23,2,204,638,11.12,1.48,3,0,9,False
2037-09-24,1,153,824,37.96,1.17,4,0,6,False
2037-09-25,2,196,193,42.13,1.43,3,0,5,False
2037-09-26,3,41,651,25.83,1.34,3,0,7,False
2037-09-27,2,260,26,24.52,1.14,1,1,6,False
2037-09-28,0,96,45,34.52,1.47,0,1,2,False
2037-09-29,2,223,646,19.36,1.03,1,4,5,True
2037-09-30,3,23,828,33.41,1.16,3,1,9,False
2037-10-01,1,184,953,48.25,1.2,1,4,8,True
2037-10-02,4,147,57,52.27,1.35,2,6,9,True
2037-10-03,2,64,12,29.26,1.02,4,4,3,True
2037-10-04,3,237,948,40.87,1.44,4,6,6,True
2037-10-05,3,254,611,10.0,1.33,3,0,5,False
2037-10-06,1,155,960,37.52,1.14,1,0,8,False
2037-10-07,0,187,48,58.76,1.33,2,1,8,False
2037-10-08,2,256,802,25.61,1.27,2,6,5,True
2037-10-09,3,112,93,39.74,1.17,2,1,8,False
2037-10-10,1,24,606,48.11,1.01,3,4,2,True
2037-10-11,4,175,656,40.45,1.28,1,2,7,False
2037-10-12,3,264,583,30.92,1.04,2,0,8,False
2037-10-13,1,100,450,17.63,1.41,2,6,9,True
2037-10-14,0,266,378,33.19,1.04,1,3,9,True
2037-10-15,0,156,9,24.74,1.21,1,2,6,False
2037-10-16,3,82,673,44.8,1.22,4,0,7,False
2037-10-17,3,135,725,32.1,1.28,0,0,9,False
2037-10-18,2,132,515,52.49,1.02,0,1,3,False
2037-10-19,1,50,223,19.67,1.1,2,3,4,True
2037-10-20,3,26,380,30.89,1.1,1,5,2,True
2037-10-21,2,22,540,37.88,1.3,4,3,8,True
2037-10-22,2,262,301,16.3,1.13,3,0,7,False
2037-10-23,3,75,202,39.4,1.07,0,5,5,True
2037-10-24,0,92,941,24.55,1.01,0,5,9,True
2037-10-25,1,29,588,21.48,1.42,1,4,6,True
2037-10-26,1,80,570,17.1,1.49,3,3,4,True
2037-10-27,0,69,956,27.49,1.35,0,2,7,False
2037-10-28,3,141,195,56.45,1.21,4,4,9,True
2037-10-29,1,194,321,11.55,1.06,0,1,5,False
2037-10-30,3,20,417,52.61,1.24,1,0,6,False
2037-10-31,3,57,618,29.87,1.23,1,0,6,False
2037-11-01,2,209,341,38.08,1.21,3,2,4,False
2037-11-02,0,98,388,35.64,1.19,0,2,5,False
2037-11-03,3,209,8,56.29,1.25,3,5,4,True
2037-11-04,4,203,531,48.51,1.04,0,1,3,False
2037-11-05,0,86,148,59.24,1.02,2,1,8,False
2037-11-06,1,36,382,49.72,1.03,0,5,2,True
2037-11-07,2,228,528,24.79,1.1,1,5,8,True
2037-11-08,1,60,11,58.14,1.14,1,3,2,True
2037-11-09,1,134,475,59.18,1.08,2,4,9,True
2037-11-10,0,119,593,16.15,1.13,0,0,3,False
2037-11-11,1,158,578,55.05,1.09,0,3,5,True
2037-11-12,3,36,644,43.21,1.08,1,1,4,False
2037-11-13,1,93,955,56.1,1.15,2,2,9,False
2037-11-14,2,282,52,55.79,1.2,1,3,2,True
2037-11-15,2,35,435,54.57,1.37,2,2,9,False
2037-11-16,4,33,205,54.26,1.48,1,5,3,True
2037-11-17,2,23,943,15.88,1.46,4,4,6,True
2037-11-18,1,146,985,17.18,1.24,0,6,7,True
2037-11-19,2,25,914,15.89,1.23,3,2,8,False
2037-11-20,0,148,744,14.55,1.06,4,6,7,True
2037-11-21,2,251,912,27.66,1.49,1,6,2,True
2037-11-22,3,214,53,44.2,1.38,2,0,2,False
2037-11-23,0,84,998,27.73,1.42,3,4,3,True
2037-11-24,4,122,579,46.02,1.12,2,2,9,False
2037-11-25,3,296,489,51.01,1.2,2,3,4,True
2037-11-26,1,177,802,43.31,1.05,0,0,2,False
2037-11-27,1,243,343,33.26,1.47,1,0,4,False
2037-11-28,1,297,168,24.78,1.14,0,1,9,False
2037-11-29,3,201,908,16.22,1.3,2,1,7,False
2037-11-30,3,23,160,34.68,1.08,0,3,3,True
2037-12-01,3,234,526,45.98,1.4,4,5,6,True
2037-12-02,0,236,702,37.41,1.09,2,1,2,False
2037-12-03,0,228,526,46.07,1.4,2,2,8,False
2037-12-04,1,93,286,26.76,1.2,4,5,9,True
2037-12-05,2,246,874,13.34,1.29,2,1,7,False
2037-12-06,1,112,411,48.55,1.13,3,0,4,False
2037-12-07,4,84,521,20.99,1.44,3,3,4,True
2037-12-08,0,29,568,40.81,1.38,1,2,8,False
2037-12-09,3,297,198,50.21,1.18,1,0,9,False
2037-12-10,0,105,160,16.96,1.29,0,0,7,False
2037-12-11,3,45,774,39.92,1.06,0,4,7,True
2037-12-12,4,237,388,44.47,1.08,4,1,5,False
2037-12-13,4,114,473,47.33,1.27,4,6,9,True
2037-12-14,0,263,380,17.38,1.32,2,5,8,True
2037-12-15,3,126,764,51.26,1.28,1,2,4,False
2037-12-16,4,267,630,14.71,1.28,1,3,8,True
2037-12-17,1,33,591,35.98,1.37,1,3,9,True
2037-12-18,1,180,123,32.17,1.45,1,3,7,True
2037-12-19,3,90,824,21.09,1.19,0,4,7,True
2037-12-20,0,171,71,25.1,1.27,3,2,7,False
2037-12-21,4,94,981,18.22,1.45,4,0,4,False
2037-12-22,0,234,993,31.29,1.23,4,5,3,True
2037-12-23,1,70,167,11.78,1.22,1,4,4,True
2037-12-24,4,162,283,54.45,1.38,1,5,5,True
2037-12-25,0,55,493,18.17,1.44,0,5,6,True
2037-12-26,2,186,35,54.3,1.37,0,1,5,False
2037-12-27,3,255,823,53.18,1.05,4,0,8,False
2037-12-28,3,279,174,32.58,1.23,1,3,7,True
2037-12-29,2,211,198,34.89,1.11,1,1,6,False
2037-12-30,1,221,115,25.1,1.16,4,2,2,False
2037-12-31,4,281,935,59.84,1.23,0,2,6,False
2038-01-01,3,204,314,43.54,1.11,4,6,9,True
2038-01-02,2,177,938,57.59,1.26,0,6,6,True
2038-01-03,2,265,219,30.74,1.32,0,5,8,True
2038-01-04,1,129,890,54.15,1.44,0,6,8,True
2038-01-05,1,118,577,32.41,1.11,1,4,9,True
2038-01-06,0,260,776,53.34,1.16,4,2,7,False
2038-01-07,3,221,133,16.55,1.2,0,6,7,True
2038-01-08,0,141,630,41.84,1.11,3,3,5,True
2038-01-09,2,136,121,43.94,1.17,0,4,3,True
2038-01-10,4,115,832,42.81,1.44,0,4,3,True
2038-01-11,4,253,898,32.35,1.07,0,3,6,True
2038-01-12,1,86,969,44.2,1.22,2,2,5,False
2038-01-13,4,237,420,21.97,1.16,3,1,9,False
2038-01-14,4,34,894,39.79,1.04,1,4,3,True
2038-01-15,4,292,491,37.71,1.05,4,1,3,False
2038-01-16,2,238,598,25.92,1.39,4,1,9,False
2038-01-17,4,293,288,48.94,1.43,4,6,8,True
2038-01-18,4,166,648,14.04,1.37,1,1,5,False
2038-01-19,4,171,52,18.57,1.27,0,5,6,True
2038-01-20,0,34,204,33.56,1.39,3,1,7,False
2038-01-21,2,103,347,54.59,1.08,4,3,2,True
